timestamp,weekly_mean_price
2012-04-18,7160605.5
2012-04-19,7164608.5
2012-04-20,7181880.5
2012-04-21,7196060.0
2012-04-22,7207979.0
2012-04-23,7225935.5
2012-04-24,7243353.5
2012-04-25,7264787.0
2012-04-26,7266043.0
2012-04-27,7271990.0
2012-04-28,7274557.0
2012-04-29,7280097.5
2012-04-30,7282630.5
2012-05-01,7286188.0
2012-05-02,7294740.5
2012-05-03,7306136.5
2012-05-04,7314928.5
2012-05-05,7321554.0
2012-05-06,7332521.0
2012-05-07,7346512.0
2012-05-08,7359584.0
2012-05-09,7373950.5
2012-05-10,7383805.0
2012-05-11,7395402.5
2012-05-12,7399110.0
2012-05-13,7398216.0
2012-05-14,7393257.5
2012-05-15,7384649.5
2012-05-16,7380909.5
2012-05-17,7379238.0
2012-05-18,7393649.0
2012-05-19,7406089.0
2012-05-20,7420585.5
2012-05-21,7431504.0
2012-05-22,7440566.0
2012-05-23,7443189.5
2012-05-24,7438466.0
2012-05-25,7437540.0
2012-05-26,7431301.5
2012-05-27,7431715.5
2012-05-28,7433482.0
2012-05-29,7436337.5
2012-05-30,7435559.5
2012-05-31,7433993.0
2012-06-01,7437534.5
2012-06-02,7445822.0
2012-06-03,7452474.0
2012-06-04,7436638.0
2012-06-05,7409686.0
2012-06-06,7380341.0
2012-06-07,7342608.5
2012-06-08,7294787.0
2012-06-09,7274218.0
2012-06-10,7255559.0
2012-06-11,7240039.5
2012-06-12,7239016.0
2012-06-13,7244552.5
2012-06-14,7253938.5
2012-06-15,7257811.0
2012-06-16,7266081.5
2012-06-17,7256398.0
2012-06-18,7245117.5
2012-06-19,7203663.0
2012-06-20,7174054.0
2012-06-21,7145325.5
2012-06-22,7137073.0
2012-06-23,7148884.5
2012-06-24,7153253.5
2012-06-25,7162242.0
2012-06-26,7162066.5
2012-06-27,7146240.0
2012-06-28,7103613.5
2012-06-29,7077117.5
2012-06-30,7013674.0
2012-07-01,6945808.5
2012-07-02,6896301.0
2012-07-03,6829385.5
2012-07-04,6771570.5
2012-07-05,6692374.0
2012-07-06,6658410.5
2012-07-07,6594288.0
2012-07-08,6548142.0
2012-07-09,6513012.0
2012-07-10,6478409.0
2012-07-11,6438441.5
2012-07-12,6440929.5
2012-07-13,6427449.0
2012-07-14,6401294.5
2012-07-15,6410094.0
2012-07-16,6418964.0
2012-07-17,6418472.5
2012-07-18,6443291.5
2012-07-19,6489399.0
2012-07-20,6568150.0
2012-07-21,6596264.0
2012-07-22,6662588.0
2012-07-23,6692131.5
2012-07-24,6715856.0
2012-07-25,6732802.5
2012-07-26,6763845.5
2012-07-27,6779204.5
2012-07-28,6751573.5
2012-07-29,6717401.5
2012-07-30,6681005.5
2012-07-31,6657785.5
2012-08-01,6654508.0
2012-08-02,6644824.0
2012-08-03,6652598.0
2012-08-04,6659911.0
2012-08-05,6663473.5
2012-08-06,6683341.0
2012-08-07,6689978.5
2012-08-08,6696825.0
2012-08-09,6692755.0
2012-08-10,6674911.5
2012-08-11,6666783.5
2012-08-12,6642318.5
2012-08-13,6622895.0
2012-08-14,6615214.0
2012-08-15,6616189.5
2012-08-16,6620665.0
2012-08-17,6627612.5
2012-08-18,6637525.0
2012-08-19,6637577.0
2012-08-20,6619779.5
2012-08-21,6596496.5
2012-08-22,6563233.0
2012-08-23,6543041.0
2012-08-24,6534129.0
2012-08-25,6526219.5
2012-08-26,6542357.5
2012-08-27,6554766.5
2012-08-28,6567765.0
2012-08-29,6568422.5
2012-08-30,6572420.5
2012-08-31,6589732.5
2012-09-01,6610875.0
2012-09-02,6636766.0
2012-09-03,6632941.5
2012-09-04,6686918.0
2012-09-05,6750250.5
2012-09-06,6756994.0
2012-09-07,6762895.5
2012-09-08,6803708.5
2012-09-09,6797870.5
2012-09-10,6783432.5
2012-09-11,6770298.5
2012-09-12,6761992.5
2012-09-13,6749508.5
2012-09-14,6742925.0
2012-09-15,6740658.0
2012-09-16,6722344.0
2012-09-17,6689427.0
2012-09-18,6658530.0
2012-09-19,6651924.5
2012-09-20,6620251.0
2012-09-21,6590910.0
2012-09-22,6532086.5
2012-09-23,6455897.0
2012-09-24,6358503.5
2012-09-25,6288150.0
2012-09-26,6274835.5
2012-09-27,6268080.0
2012-09-28,6260458.0
2012-09-29,6241907.0
2012-09-30,6239680.5
2012-10-01,6213519.0
2012-10-02,6210307.5
2012-10-03,6139331.5
2012-10-04,6125853.5
2012-10-05,6104479.0
2012-10-06,6085769.0
2012-10-07,6085320.0
2012-10-08,6135483.0
2012-10-09,6146305.5
2012-10-10,6142905.0
2012-10-11,6140629.0
2012-10-12,6140632.5
2012-10-13,6104940.5
2012-10-14,6098393.5
2012-10-15,6086235.0
2012-10-16,6088813.5
2012-10-17,6084114.0
2012-10-18,6088239.0
2012-10-19,6082318.0
2012-10-20,6058949.0
2012-10-21,6055603.0
2012-10-22,6033581.0
2012-10-23,6012626.0
2012-10-24,5993167.0
2012-10-25,5979855.0
2012-10-26,5997254.0
2012-10-27,6006810.0
2012-10-28,6024841.5
2012-10-29,6023682.0
2012-10-30,6017174.0
2012-10-31,6007745.5
2012-11-01,5993042.0
2012-11-02,5987728.0
2012-11-03,5979109.5
2012-11-04,5961081.5
2012-11-05,5939499.0
2012-11-06,5936518.0
2012-11-07,5927019.0
2012-11-08,5900091.0
2012-11-09,5892040.5
2012-11-10,5901810.5
2012-11-11,5913724.0
2012-11-12,5918104.0
2012-11-13,5932380.0
2012-11-14,5942533.0
2012-11-15,5953693.0
2012-11-16,5963502.0
2012-11-17,5939989.0
2012-11-18,5907382.0
2012-11-19,5859776.0
2012-11-20,5819542.5
2012-11-21,5788332.0
2012-11-22,5771958.0
2012-11-23,5767651.5
2012-11-24,5772813.5
2012-11-25,5781270.0
2012-11-26,5785416.0
2012-11-27,5790531.0
2012-11-28,5799710.5
2012-11-29,5804005.0
2012-11-30,5812837.5
2012-12-01,5817715.5
2012-12-02,5829425.5
2012-12-03,5838716.0
2012-12-04,5849272.0
2012-12-05,5852989.5
2012-12-06,5866851.0
2012-12-07,5858422.5
2012-12-08,5841060.0
2012-12-09,5837434.0
2012-12-10,5838591.0
2012-12-11,5838456.0
2012-12-12,5840650.0
2012-12-13,5840747.0
2012-12-14,5845365.0
2012-12-15,5845273.0
2012-12-16,5841314.5
2012-12-17,5843815.0
2012-12-18,5856115.5
2012-12-19,5868099.5
2012-12-20,5886891.0
2012-12-21,5909047.5
2012-12-22,5931342.0
2012-12-23,5963981.0
2013-01-01,5990000.5
2013-01-02,6018397.0
2013-01-03,7414109.0
2013-01-04,7851688.0
2013-01-05,7956707.5
2013-01-06,7984344.0
2013-12-30,8049201.0
2013-12-31,7979020.5
2013-01-07,8152929.5
2013-01-08,8087058.0
2013-01-09,7902884.5
2013-01-10,7891193.5
2013-01-11,7755550.5
2013-01-12,7715423.0
2013-01-13,7852876.0
2013-01-14,7791945.5
2013-01-15,6183674.0
2013-01-16,6053347.0
2013-01-17,6133612.5
2013-01-18,6239343.0
2013-01-19,6233180.0
2013-01-20,6146898.0
2013-01-21,6212296.5
2013-01-22,6674780.5
2013-01-23,6798399.5
2013-01-24,6623248.0
2013-01-25,6484625.0
2013-01-26,6398014.5
2013-01-27,6324937.0
2013-01-28,6249431.0
2013-01-29,5951919.5
2013-01-30,5946499.5
2013-01-31,5969542.0
2013-02-01,5981373.0
2013-02-02,5997447.5
2013-02-03,6003434.5
2013-02-04,6014224.0
2013-02-05,6064293.0
2013-02-06,6125664.5
2013-02-07,6152502.5
2013-02-08,6222641.0
2013-02-09,6148516.5
2013-02-10,6056641.0
2013-02-11,6027923.0
2013-02-12,6094228.0
2013-02-13,6057875.5
2013-02-14,6143214.0
2013-02-15,6010108.0
2013-02-16,5991430.5
2013-02-17,6091814.5
2013-02-18,6246044.5
2013-02-19,6407263.0
2013-02-20,6545668.5
2013-02-21,6456284.0
2013-02-22,6468189.0
2013-02-23,6431495.5
2013-02-24,6365708.5
2013-02-25,6303708.0
2013-02-26,6284995.0
2013-02-27,6291485.5
2013-02-28,6312916.0
2013-03-01,6567438.5
2013-03-02,6591553.0
2013-03-03,6579427.5
2013-03-04,6552357.5
2013-03-05,6594177.5
2013-03-06,6639457.5
2013-03-07,6638764.0
2013-03-08,6617746.5
2013-03-09,6643259.0
2013-03-10,6626195.5
2013-03-11,6600874.5
2013-03-12,6618186.5
2013-03-13,6618730.0
2013-03-14,6623405.5
2013-03-15,6670250.0
2013-03-16,6643086.5
2013-03-17,6623767.0
2013-03-18,6626487.0
2013-03-19,6617739.0
2013-03-20,6592758.5
2013-03-21,6587367.5
2013-03-22,6562668.5
2013-03-23,6525296.0
2013-03-24,6518655.5
2013-03-25,6477773.0
2013-03-26,6493532.0
2013-03-27,6521734.5
2013-03-28,6525740.5
2013-03-29,6523870.5
2013-03-30,6539166.5
2013-03-31,6499706.5
2013-04-01,6502347.5
2013-04-02,6486977.5
2013-04-03,6483082.5
2013-04-04,6489629.5
2013-04-05,6503961.0
2013-04-06,6512315.5
2013-04-07,6521415.0
2013-04-08,6537937.5
2013-04-09,6551076.0
2013-04-10,6534221.5
2013-04-11,6511825.0
2013-04-12,6489773.5
2013-04-13,6472758.5
2013-04-14,6475918.5
2013-04-15,6493739.0
2013-04-16,6485350.0
2013-04-17,6500990.5
2013-04-18,6528595.0
2013-04-19,6576992.0
2013-04-20,6605214.0
2013-04-21,6598620.0
2013-04-22,6535997.5
2013-04-23,6517820.5
2013-04-24,6479515.0
2013-04-25,6484057.0
2013-04-26,6447579.0
2013-04-27,6454706.0
2013-04-28,6480387.5
2013-04-29,6517013.0
2013-04-30,6553220.5
2013-05-01,6574347.5
2013-05-02,6605146.0
2013-05-03,6629123.0
2013-05-04,6657540.5
2013-05-05,6656651.5
2013-05-06,6588839.5
2013-05-07,6483437.5
2013-05-08,6438820.5
2013-05-09,6415553.0
2013-05-10,6352082.0
2013-05-11,6299290.0
2013-05-12,6279418.0
2013-05-13,6286518.0
2013-05-14,6315938.0
2013-05-15,6334772.5
2013-05-16,6339163.0
2013-05-17,6333701.5
2013-05-18,6346935.0
2013-05-19,6333062.5
2013-05-20,6299152.5
2013-05-21,6288774.5
2013-05-22,6276347.0
2013-05-23,6282511.0
2013-05-24,6282749.0
2013-05-25,6274770.0
2013-05-26,6287419.0
2013-05-27,6290778.5
2013-05-28,6298223.0
2013-05-29,6284269.5
2013-05-30,6290139.5
2013-05-31,6311944.0
2013-06-01,6331351.5
2013-06-02,6362877.0
2013-06-03,6379822.5
2013-06-04,6417082.5
2013-06-05,6438789.0
2013-06-06,6502972.5
2013-06-07,6515642.5
2013-06-08,6566571.5
2013-06-09,6565454.0
2013-06-10,6600650.0
2013-06-11,6548747.0
2013-06-12,6494943.0
2013-06-13,6470359.0
2013-06-14,6495978.0
2013-06-15,6509134.0
2013-06-16,6468793.0
2013-06-17,6442905.0
2013-06-18,6418702.5
2013-06-19,6424432.5
2013-06-20,6475909.5
2013-06-21,6533239.0
2013-06-22,6601634.0
2013-06-23,6648465.0
2013-06-24,6686147.0
2013-06-25,6665848.5
2013-06-26,6677824.5
2013-06-27,6687483.5
2013-06-28,6717025.0
2013-06-29,6701646.0
2013-06-30,6709179.5
2013-07-01,6755660.0
2013-07-02,6836707.0
2013-07-03,6937685.5
2013-07-04,7018317.5
2013-07-05,7081104.5
2013-07-06,7107037.5
2013-07-07,7069520.5
2013-07-08,6945407.0
2013-07-09,6786711.5
2013-07-10,6670688.5
2013-07-11,6571623.5
2013-07-12,6525712.0
2013-07-13,6480281.5
2013-07-14,6484157.0
2013-07-15,6507509.5
2013-07-16,6632288.0
2013-07-17,6766159.5
2013-07-18,6872762.5
2013-07-19,6871902.0
2013-07-20,6846527.0
2013-07-21,6777536.0
2013-07-22,6708185.0
2013-07-23,6595703.0
2013-07-24,6549306.5
2013-07-25,6524799.0
2013-07-26,6562967.5
2013-07-27,6645344.0
2013-07-28,6770765.5
2013-07-29,6933969.5
2013-07-30,7105390.0
2013-07-31,7222883.5
2013-08-01,7279993.0
2013-08-02,7303995.0
2013-08-03,7300894.0
2013-08-04,7215062.5
2013-08-05,7066405.0
2013-08-06,6787464.5
2013-08-07,6631673.0
2013-08-08,6579495.5
2013-08-09,6617400.0
2013-08-10,6599028.5
2013-08-11,6584706.0
2013-08-12,6586362.0
2013-08-13,6584386.5
2013-08-14,6554212.0
2013-08-15,6540131.0
2013-08-16,6526304.0
2013-08-17,6503742.0
2013-08-18,6501351.5
2013-08-19,6488111.5
2013-08-20,6522504.0
2013-08-21,6578661.0
2013-08-22,6644781.0
2013-08-23,6710336.0
2013-08-24,6765630.0
2013-08-25,6887249.5
2013-08-26,6962301.0
2013-08-27,6982526.0
2013-08-28,6950562.0
2013-08-29,6961114.0
2013-08-30,6947705.5
2013-08-31,6963003.0
2013-09-01,7011131.5
2013-09-02,7027209.0
2013-09-03,6994157.5
2013-09-04,6979820.5
2013-09-05,6978402.0
2013-09-06,6931793.5
2013-09-07,6995555.0
2013-09-08,7017779.5
2013-09-09,7049457.5
2013-09-10,7009447.0
2013-09-11,6960184.0
2013-09-12,6889787.0
2013-09-13,6851429.0
2013-09-14,6791193.5
2013-09-15,6710404.0
2013-09-16,6690026.0
2013-09-17,6677572.5
2013-09-18,6676684.5
2013-09-19,6659782.5
2013-09-20,6685389.5
2013-09-21,6692046.5
2013-09-22,6745761.0
2013-09-23,6793155.5
2013-09-24,6869682.5
2013-09-25,6966560.5
2013-09-26,7016603.0
2013-09-27,7006073.0
2013-09-28,6993404.5
2013-09-29,6990521.5
2013-09-30,6936547.5
2013-10-01,6862258.5
2013-10-02,6845154.5
2013-10-03,6790265.0
2013-10-04,6804025.5
2013-10-05,6823865.5
2013-10-06,6824355.0
2013-10-07,6892170.0
2013-10-08,7111464.5
2013-10-09,7261419.5
2013-10-10,7357629.0
2013-10-11,7366800.0
2013-10-12,7318018.5
2013-10-13,7241048.5
2013-10-14,7149314.0
2013-10-15,6955341.0
2013-10-16,6797427.5
2013-10-17,6672324.0
2013-10-18,6622869.0
2013-10-19,6616925.0
2013-10-20,6633174.5
2013-10-21,6682728.0
2013-10-22,6722296.0
2013-10-23,6793385.0
2013-10-24,6815757.5
2013-10-25,6862271.0
2013-10-26,6885255.5
2013-10-27,6897436.0
2013-10-28,6884698.5
2013-10-29,6902356.0
2013-10-30,6907335.5
2013-10-31,6887010.5
2013-11-01,6901068.0
2013-11-02,6935624.5
2013-11-03,6975869.0
2013-11-04,6977624.0
2013-11-05,6966311.5
2013-11-06,6987293.5
2013-11-07,6995237.0
2013-11-08,6990458.0
2013-11-09,6969951.0
2013-11-10,6958830.5
2013-11-11,6928124.0
2013-11-12,6904973.5
2013-11-13,6898474.5
2013-11-14,6900484.5
2013-11-15,6893880.0
2013-11-16,6886859.0
2013-11-17,6881826.0
2013-11-18,6889359.5
2013-11-19,6915183.0
2013-11-20,6929458.0
2013-11-21,6900865.0
2013-11-22,6888609.0
2013-11-23,6885560.5
2013-11-24,6859545.0
2013-11-25,6806822.5
2013-11-26,6743730.5
2013-11-27,6723793.5
2013-11-28,6708074.5
2013-11-29,6749564.5
2013-11-30,6781121.5
2013-12-01,6851343.0
2013-12-02,6889465.0
2013-12-03,6965922.0
2013-12-04,7035605.5
2013-12-05,7114397.0
2013-12-06,7167682.0
2013-12-07,7196086.5
2013-12-08,7181445.5
2013-12-09,7123240.5
2013-12-10,7066954.5
2013-12-11,7029618.0
2013-12-12,7003998.5
2013-12-13,7009951.5
2013-12-14,7050786.0
2013-12-15,7138260.5
2013-12-16,7232869.0
2013-12-17,7318569.0
2013-12-18,7314850.0
2013-12-19,7307620.0
2013-12-20,7313117.0
2013-12-21,7299958.0
2013-12-22,7294589.0
2013-12-23,7306221.0
2013-12-24,7318887.0
2013-12-25,7297125.5
2013-12-26,7292486.5
2013-12-27,7287913.5
2013-12-28,7315431.0
2013-12-29,7364794.5
2014-01-01,7382582.5
2014-01-02,7376472.0
2014-01-03,7988931.0
2014-01-04,8025983.5
2014-01-05,7992330.0
2014-12-29,7954120.0
2014-12-30,7876071.5
2014-12-31,7989377.0
2014-01-06,7969974.0
2014-01-07,7609723.5
2014-01-08,7317355.0
2014-01-09,7338359.0
2014-01-10,7289572.5
2014-01-11,7427737.0
2014-01-12,7332109.5
2014-01-13,7176759.0
2014-01-14,6899543.0
2014-01-15,6860709.5
2014-01-16,6827271.0
2014-01-17,6772955.0
2014-01-18,6870277.5
2014-01-19,6900114.5
2014-01-20,6943400.5
2014-01-21,7166816.5
2014-01-22,7396181.0
2014-01-23,7222603.0
2014-01-24,7231301.5
2014-01-25,7236616.0
2014-01-26,7251315.0
2014-01-27,7267071.0
2014-01-28,7155289.5
2014-01-29,7213324.5
2014-01-30,7168543.5
2014-01-31,7003123.0
2014-02-01,6963211.0
2014-02-02,6987677.0
2014-02-03,6988362.5
2014-02-04,7024239.5
2014-02-05,7001822.5
2014-02-06,7019254.0
2014-02-07,7041166.5
2014-02-08,7020265.0
2014-02-09,7025091.0
2014-02-10,6914139.5
2014-02-11,6904929.5
2014-02-12,6951689.5
2014-02-13,6978019.5
2014-02-14,7027912.5
2014-02-15,7045551.0
2014-02-16,7061192.5
2014-02-17,7194246.0
2014-02-18,7292753.0
2014-02-19,7287863.0
2014-02-20,7222142.5
2014-02-21,7232551.0
2014-02-22,7237747.0
2014-02-23,7264024.5
2014-02-24,7262106.0
2014-02-25,7125713.5
2014-02-26,7097115.5
2014-02-27,7068396.0
2014-02-28,7017205.0
2014-03-01,7017934.0
2014-03-02,7023954.5
2014-03-03,7016823.0
2014-03-04,7080403.5
2014-03-05,7098901.0
2014-03-06,7114151.0
2014-03-07,7237070.5
2014-03-08,7257050.0
2014-03-09,7179162.5
2014-03-10,7170256.0
2014-03-11,7170873.5
2014-03-12,7168918.5
2014-03-13,7180078.5
2014-03-14,7202658.0
2014-03-15,7221268.5
2014-03-16,7267511.5
2014-03-17,7250753.0
2014-03-18,7242028.0
2014-03-19,7271527.5
2014-03-20,7246909.5
2014-03-21,7253674.0
2014-03-22,7210455.5
2014-03-23,7208715.5
2014-03-24,7199664.0
2014-03-25,7398265.0
2014-03-26,7430615.5
2014-03-27,7446043.0
2014-03-28,7433675.5
2014-03-29,7475784.0
2014-03-30,7479941.5
2014-03-31,7446933.5
2014-04-01,7451032.5
2014-04-02,7441073.0
2014-04-03,7516476.0
2014-04-04,7569568.0
2014-04-05,7594442.0
2014-04-06,7606552.0
2014-04-07,7591726.5
2014-04-08,7609817.5
2014-04-09,7620441.0
2014-04-10,7621277.5
2014-04-11,7625745.5
2014-04-12,7629494.5
2014-04-13,7633922.0
2014-04-14,7628740.0
2014-04-15,7630155.5
2014-04-16,7630980.5
2014-04-17,7617605.5
2014-04-18,7600651.0
2014-04-19,7578734.0
2014-04-20,7558006.5
2014-04-21,7557453.5
2014-04-22,7545149.0
2014-04-23,7533015.0
2014-04-24,7509035.5
2014-04-25,7484728.0
2014-04-26,7482530.5
2014-04-27,7492749.0
2014-04-28,7500571.5
2014-04-29,7514677.5
2014-04-30,7529024.0
2014-05-01,7553043.0
2014-05-02,7565217.0
2014-05-03,7584440.0
2014-05-04,7610951.5
2014-05-05,7629308.5
2014-05-06,7647252.5
2014-05-07,7643136.0
2014-05-08,7633330.0
2014-05-09,7621203.0
2014-05-10,7614887.5
2014-05-11,7607596.5
2014-05-12,7614914.5
2014-05-13,7623674.0
2014-05-14,7639889.0
2014-05-15,7658095.0
2014-05-16,7672055.0
2014-05-17,7683315.5
2014-05-18,7680916.0
2014-05-19,7683425.5
2014-05-20,7676168.0
2014-05-21,7677401.0
2014-05-22,7675879.5
2014-05-23,7668636.0
2014-05-24,7667541.0
2014-05-25,7640649.5
2014-05-26,7602131.5
2014-05-27,7562705.5
2014-05-28,7530368.0
2014-05-29,7512345.0
2014-05-30,7508975.5
2014-05-31,7510268.0
2014-06-01,7515561.5
2014-06-02,7503300.0
2014-06-03,7488166.0
2014-06-04,7469277.5
2014-06-05,7457596.5
2014-06-06,7444782.5
2014-06-07,7425584.5
2014-06-08,7405187.5
2014-06-09,7376060.0
2014-06-10,7350839.5
2014-06-11,7320129.0
2014-06-12,7287390.0
2014-06-13,7266794.5
2014-06-14,7250838.0
2014-06-15,7250938.5
2014-06-16,7258122.0
2014-06-17,7280113.0
2014-06-18,7322105.0
2014-06-19,7362432.5
2014-06-20,7393685.0
2014-06-21,7413182.5
2014-06-22,7421827.0
2014-06-23,7433527.0
2014-06-24,7432927.0
2014-06-25,7392528.0
2014-06-26,7334147.5
2014-06-27,7284114.5
2014-06-28,7227965.0
2014-06-29,7195547.0
2014-06-30,7164887.0
2014-07-01,7144715.0
2014-07-02,7162527.5
2014-07-03,7201398.0
2014-07-04,7239251.5
2014-07-05,7282462.5
2014-07-06,7325273.5
2014-07-07,7362649.5
2014-07-08,7387921.5
2014-07-09,7393336.0
2014-07-10,7387051.0
2014-07-11,7370395.5
2014-07-12,7332416.0
2014-07-13,7305237.0
2014-07-14,7287292.5
2014-07-15,7269871.5
2014-07-16,7256557.5
2014-07-17,7251229.5
2014-07-18,7253661.5
2014-07-19,7301883.0
2014-07-20,7349108.5
2014-07-21,7405671.0
2014-07-22,7426547.0
2014-07-23,7452258.5
2014-07-24,7464339.5
2014-07-25,7462046.5
2014-07-26,7451004.0
2014-07-27,7446472.5
2014-07-28,7434487.5
2014-07-29,7424031.0
2014-07-30,7427893.5
2014-07-31,7427521.5
2014-08-01,7431739.5
2014-08-02,7440457.5
2014-08-03,7477784.0
2014-08-04,7510883.0
2014-08-05,7553130.5
2014-08-06,7596960.0
2014-08-07,7636447.5
2014-08-08,7663374.5
2014-08-09,7688693.0
2014-08-10,7708350.5
2014-08-11,7703270.0
2014-08-12,7700266.5
2014-08-13,7694765.5
2014-08-14,7695384.0
2014-08-15,7688422.0
2014-08-16,7703495.0
2014-08-17,7721937.0
2014-08-18,7738866.0
2014-08-19,7755766.5
2014-08-20,7770941.5
2014-08-21,7795488.0
2014-08-22,7802379.5
2014-08-23,7810851.0
2014-08-24,7815256.0
2014-08-25,7819845.5
2014-08-26,7830220.5
2014-08-27,7833450.5
2014-08-28,7840309.5
2014-08-29,7852156.0
2014-08-30,7862506.5
2014-08-31,7867595.5
2014-09-01,7854722.0
2014-09-02,7833671.0
2014-09-03,7829989.0
2014-09-04,7819062.0
2014-09-05,7813827.0
2014-09-06,7817784.0
2014-09-07,7819049.0
2014-09-08,7827307.0
2014-09-09,7820882.0
2014-09-10,7816688.0
2014-09-11,7802772.0
2014-09-12,7795397.5
2014-09-13,7795085.5
2014-09-14,7785896.5
2014-09-15,7772989.5
2014-09-16,7778694.5
2014-09-17,7793351.5
2014-09-18,7785682.0
2014-09-19,7774544.5
2014-09-20,7757875.0
2014-09-21,7749314.5
2014-09-22,7735816.0
2014-09-23,7733910.5
2014-09-24,7727356.0
2014-09-25,7721210.0
2014-09-26,7727890.5
2014-09-27,7735078.5
2014-09-28,7726116.0
2014-09-29,7711241.0
2014-09-30,7701903.0
2014-10-01,7689715.0
2014-10-02,7662548.0
2014-10-03,7624147.0
2014-10-04,7607893.5
2014-10-05,7588270.0
2014-10-06,7560555.0
2014-10-07,7555649.0
2014-10-08,7550888.0
2014-10-09,7544950.0
2014-10-10,7535969.0
2014-10-11,7528185.5
2014-10-12,7516698.0
2014-10-13,7504892.5
2014-10-14,7497361.0
2014-10-15,7492982.0
2014-10-16,7489881.5
2014-10-17,7490324.0
2014-10-18,7489074.5
2014-10-19,7487194.5
2014-10-20,7486474.5
2014-10-21,7486920.5
2014-10-22,7489190.0
2014-10-23,7488945.0
2014-10-24,7489828.5
