id,price_doc
31550,5048839.050018
31551,5654520.744156
31552,7088126.064674
31553,6167204.730123
31554,7757717.923591
31555,3902968.894866
31556,6480900.844113
31557,5567775.293281
31558,9554500.552509
31559,2838517.382386
31560,6604386.291823
31561,6876392.199933
31562,26947367.336293
31563,3995356.018121
31564,8331827.017169
31565,8928703.005069
31566,5756774.623511
31567,13279375.773213
31568,6639363.188263
31569,6638103.251503
31570,6712909.152812
31571,6200451.507239
31572,3616560.255306
31573,5467938.403823
31574,10358560.505812
31575,5530282.769391
31576,6927832.042360
31577,4880468.920163
31578,8195976.434073
31579,5481034.123837
31580,7169330.524077
31581,5457339.359303
31582,5985877.139905
31583,8312066.554478
31584,4100658.378723
31585,6634496.194467
31586,11902308.116657
31587,13480091.810661
31588,9187861.025629
31589,3560530.701329
31590,5606289.688113
31591,6551096.667889
31592,7144165.679501
31593,7402557.244639
31594,7597272.903580
31595,5305131.465781
31596,3799696.964389
31597,5449729.699397
31598,3584063.938116
31599,6583001.253699
31600,7130345.373487
31601,13996867.421371
31602,5196862.245229
31603,15356071.180263
31604,4104842.857452
31605,5103072.174379
31606,6107642.506568
31607,7287042.908731
31608,5221035.421329
31609,5439449.672879
31610,7305368.949579
31611,5642382.568005
31612,5606793.824129
31613,4781138.772145
31614,12050894.295069
31615,9455836.381795
31616,10783269.570481
31617,4370582.407486
31618,6728323.953861
31619,9544016.664013
31620,4403017.741532
31621,6435002.624201
31622,23293920.290100
31623,9031765.082953
31624,4809377.148040
31625,9662065.021313
31626,5559867.726985
31627,7099623.269016
31628,10384564.926024
31629,9397782.728226
31630,3804688.845077
31631,5858357.444559
31632,16892630.399879
31633,5150609.356384
31634,8450176.723165
31635,11336807.471517
31636,5833276.928453
31637,5402492.238091
31638,6619972.068434
31639,3681029.278321
31640,10572717.114598
31641,3731484.623069
31642,3137848.683014
31643,5817551.470852
31644,10239084.770947
31645,5908230.225457
31646,8459837.750903
31647,5644114.066261
31648,10855994.613674
31649,5684285.808593
31650,6296619.377772
31651,12129925.956163
31652,5764778.859529
31653,5379465.704629
31654,5423942.968973
31655,4138980.940785
31656,20320142.478485
31657,7016207.536755
31658,4400060.832814
31659,7297666.646321
31660,5068007.496598
31661,5034658.002032
31662,6756543.363829
31663,3879681.862051
31664,3657189.469447
31665,4270008.757654
31666,5256165.915717
31667,7824371.503899
31668,8880486.840779
31669,11243676.845387
31670,6804736.872606
31671,5738983.076435
31672,8341983.288900
31673,7660883.479928
31674,8538013.338500
31675,7034316.173060
31676,7219564.992861
31677,4708589.295869
31678,4840248.771811
31679,8102128.530308
31680,7191600.245170
31681,6244917.652137
31682,3635502.505069
31683,6620957.485337
31684,4945327.794946
31685,3693505.730993
31686,12406708.941999
31687,10871339.271065
31688,9864286.719159
31689,3619662.611742
31690,6414603.404407
31691,3612244.514409
31692,4361567.110892
31693,6363858.278250
31694,7031395.670699
31695,6822102.048757
31696,3538444.753806
31697,5011176.496724
31698,3476043.068012
31699,5448065.359880
31700,4963408.639824
31701,8950269.579483
31702,5992128.937545
31703,8690521.042825
31704,5987343.602817
31705,9773816.486537
31706,5411041.434833
31707,10570538.667529
31708,8144868.477482
31709,5132687.353863
31710,10798561.399780
31711,7418363.638706
31712,7686388.899101
31713,5714943.764964
31714,5228670.517779
31715,4732632.000827
31716,5869042.746621
31717,8765051.150841
31718,4870457.697351
31719,7175149.240431
31720,4348770.139989
31721,4484729.641511
31722,5793478.733489
31723,5518140.765837
31724,5861464.675015
31725,4850009.700831
31726,12293057.431500
31727,6225938.028049
31728,4509202.835780
31729,7011859.628384
31730,3591756.252969
31731,7159995.246871
31732,7795070.847882
31733,3637793.549524
31734,4397882.016695
31735,2858300.993629
31736,6277150.578866
31737,5126411.008694
31738,5584447.520674
31739,5993519.462369
31740,7521193.868069
31741,10121658.812912
31742,12134611.434265
31743,7482654.361409
31744,4823867.290817
31745,3696129.786801
31746,9669430.314262
31747,5083752.917759
31748,16036167.539947
31749,5518766.430525
31750,8969103.810131
31751,7483025.639102
31752,4135454.164056
31753,3786075.100879
31754,7861233.588534
31755,10649359.350993
31756,2239877.816176
31757,5917245.857543
31758,6016566.179497
31759,6238581.128601
31760,5978261.488721
31761,12602162.169119
31762,2689081.766735
31763,10826087.724246
31764,6096165.004959
31765,3868042.882533
31766,8231637.226159
31767,3723963.973371
31768,6636692.866137
31769,9378148.754218
31770,3568574.332216
31771,3834959.952491
31772,8002047.140883
31773,5424907.850023
31774,6360525.634749
31775,11146454.398558
31776,1910437.430001
31777,4113000.772066
31778,9693801.159369
31779,8643090.290161
31780,6633516.584669
31781,7174079.695321
31782,5530850.945287
31783,3555597.830806
31784,5634679.370699
31785,6275712.253958
31786,5037491.177825
31787,6690458.430778
31788,5269544.055890
31789,6057576.907623
31790,3794888.387301
31791,9058133.257637
31792,6707128.189839
31793,7802907.688374
31794,6348754.757986
31795,5636458.675905
31796,4990090.530189
31797,13555292.357885
31798,7511053.043426
31799,4291457.540629
31800,5607925.489791
31801,3326748.823589
31802,6650062.657792
31803,7552227.726078
31804,5143677.857357
31805,3500722.267677
31806,6894322.910031
31807,6384704.461080
31808,8160884.647670
31809,6433380.330394
31810,3980278.211118
31811,7431430.259582
31812,6416962.155043
31813,6224697.915513
31814,5703550.240925
31815,5690966.253409
31816,4841095.034088
31817,3317869.893118
31818,6232155.859787
31819,5887290.572835
31820,10938444.193948
31821,11250251.252187
31822,5445709.764857
31823,4856912.771332
31824,3464050.991739
31825,4586352.885372
31826,5913415.088986
31827,7522166.044883
31828,5689373.398227
31829,8607678.231258
31830,6413343.306887
31831,3567306.048547
31832,11531211.802103
31833,9560138.021160
31834,6609220.724315
31835,4710581.750272
31836,7481568.800304
31837,3520572.867883
31838,7918219.058653
31839,4465099.783503
31840,9534904.218843
31841,4975762.292341
31842,7338972.672699
31843,3507201.284928
31844,6287433.217426
31845,8491825.990057
31846,5029450.213305
31847,4929099.342389
31848,5595738.137033
31849,8340914.560500
31850,6453728.984201
31851,11414857.923714
31852,6941695.406207
31853,9220119.235156
31854,6323768.015161
31855,4691902.014595
31856,5942448.983601
31857,8914362.662115
31858,10870965.225099
31859,24476783.096087
31860,6861838.296573
31861,13881694.097124
31862,7021789.885219
31863,9337826.202884
31864,3378497.485499
31865,4811253.930849
31866,3228079.278071
31867,7655577.764526
31868,5239700.011583
31869,9647728.536326
31870,3415855.608017
31871,4845638.652777
